1	2221	7331	950	1038
2	7331	7073	1038	1044
3	7073	7331	1116	1127
4	7331	4888	1127	1131
5	4888	2997	1176	1264
6	2997	3480	1275	1325
7	3480	699	1335	1419
8	4513	927	115	132
9	927	1479	137	228
10	1479	4446	228	230
11	4446	960	596	636
12	960	4050	636	666
13	4050	7181	857	937
14	7181	4446	937	941
15	4446	4238	1032	1085
16	4238	4718	1085	1087
17	4718	877	1136	1284
18	1419	4953	493	505
19	4953	1419	629	641
20	1419	2759	646	706
21	2759	1419	781	825
22	1419	3152	1297	1356
23	1419	669	272	352
24	669	830	358	521
25	830	5789	521	523
26	5789	996	541	588
27	996	830	707	757
28	830	5789	757	759
29	5789	669	863	1005
30	669	830	1083	1237
31	830	5789	1237	1239
32	5789	669	1247	1396
33	3139	1453	342	531
34	1453	4196	975	1022
35	4196	4513	1153	1239
36	3139	1453	712	891
37	4196	4513	433	519
38	4513	3870	769	830
39	3870	4513	832	892
40	4513	927	933	950
41	927	4377	1003	1104
42	4377	1453	1142	1282
43	1453	877	1282	1282
44	877	3113	1309	1363
45	6804	4377	385	445
46	4377	4513	554	640
47	4513	6849	768	854
48	6849	2759	1058	1110
49	2759	3125	1128	1322
50	3631	1453	110	244
51	1453	4377	316	417
52	4377	7191	530	623
53	7191	4377	648	730
54	4377	1075	842	994
55	1075	4377	1044	1198
56	4377	4630	1252	1313
57	7181	1075	327	448
58	1075	997	448	484
59	997	1453	532	562
60	1453	3139	1028	1209
61	997	1075	458	493
62	1075	4377	504	658
63	4377	7191	770	863
64	7191	4377	888	970
65	4377	4630	1132	1193
66	4630	5078	1328	1373
67	960	4377	280	325
68	4377	4718	325	330
69	4718	3012	386	420
70	3012	5078	420	434
71	5078	3012	600	615
72	3012	4630	1227	1267
73	3638	4621	275	336
74	4621	3638	354	415
75	3638	4621	875	936
76	4621	3638	1074	1135
77	3638	4621	1175	1236
78	4621	3638	1254	1315
79	4630	6263	354	394
80	6263	4718	812	844
81	4718	4377	844	849
82	4377	7191	950	1032
83	7191	7181	1128	1203
84	7181	4446	1203	1207
85	4446	4238	1213	1249
86	4238	4718	1249	1251
87	4718	3251	1285	1412
88	4513	3959	313	372
89	3959	6849	380	420
90	6849	4513	465	551
91	4513	4196	559	648
92	4196	1453	657	704
93	1453	3139	908	1088
94	3139	3113	1252	1370
95	4513	3152	52	129
96	3152	6710	129	158
97	6710	4513	192	239
98	4513	3870	424	485
99	3870	5915	594	718
100	5915	699	740	747
101	699	5915	790	796
102	5915	5100	799	922
103	5100	7331	1231	1283
104	7331	1014	1283	1285
105	1014	6900	1374	1418
106	3911	1453	298	405
107	1453	3139	668	848
108	3638	4621	395	456
109	4621	3638	474	535
110	3638	4621	815	876
111	4621	5100	876	936
112	5100	4888	1076	1122
113	4888	7331	1136	1144
114	7331	1014	1144	1146
115	1014	5100	1245	1299
116	5100	2997	1314	1342
117	2997	3480	1347	1393
118	3638	4621	309	370
119	4621	3638	384	445
120	3638	4621	845	906
121	4621	3638	984	1045
122	3638	4621	1055	1116
123	4621	3638	1134	1195
124	3638	4621	1205	1266
125	4621	3638	1348	1435
126	1756	1175	339	416
127	1175	1938	1052	1116
128	1938	2993	1116	1117
129	2993	7331	1234	1330
130	2759	6849	271	321
131	6849	1419	321	323
132	1419	3152	453	502
133	3152	4513	556	638
134	4513	6849	648	734
135	6849	4513	825	911
136	4513	6116	919	1180
137	6849	2759	938	990
138	2759	6849	999	1049
139	6849	2759	1178	1230
140	1014	1823	167	273
141	1823	1184	1114	1206
142	1184	7331	1247	1260
143	7331	1014	1260	1262
144	1014	2997	1264	1328
145	2997	3480	1354	1399
146	1014	1469	243	278
147	1469	3125	278	294
148	3125	5498	978	1036
149	5498	4651	1058	1085
150	3243	3631	348	421
151	3631	6990	429	451
152	6990	5789	451	462
153	5789	4185	466	512
154	4185	830	921	967
155	830	4185	967	1017
156	4185	830	1073	1122
157	830	5789	1122	1124
158	5789	3113	1218	1329
159	3113	877	1337	1390
160	1014	2993	131	227
161	2993	7331	852	954
162	7331	1014	954	956
163	1014	5100	1080	1128
164	5100	2997	1140	1170
165	2997	7331	1189	1266
166	7331	1184	1266	1275
167	1184	2997	1282	1366
168	1014	6142	573	782
169	6142	7331	984	1186
170	7331	1014	1186	1188
171	1014	2997	1203	1269
172	2997	3480	1288	1337
173	3480	3152	1351	1385
174	1014	2997	103	170
175	2997	3480	198	247
176	3480	6710	265	327
177	6710	1035	481	517
178	1035	6710	552	586
179	6710	3152	735	765
180	3152	3480	1075	1111
181	3480	2997	1128	1177
182	2997	3480	1193	1241
183	3480	669	1259	1333
184	5498	3125	389	445
185	3125	2759	478	668
186	2759	699	688	809
187	699	559	809	815
188	559	5915	908	913
189	5915	669	938	968
190	669	830	972	1157
191	830	5789	1157	1159
192	5789	669	1159	1307
193	669	3480	1317	1395
194	1014	5100	140	189
195	5100	2997	205	233
196	2997	3480	248	297
197	3480	669	314	387
198	669	830	390	559
199	830	6990	739	748
200	6990	6844	845	864
201	6844	4185	864	905
202	4185	3631	1037	1075
203	3631	4185	1075	1116
204	4185	830	1164	1217
205	5789	669	181	331
206	669	3152	350	396
207	3152	6710	768	795
208	6710	1035	937	966
209	1035	669	966	975
210	669	1419	1008	1108
211	1419	669	1307	1391
212	4718	6263	175	213
213	6263	4446	213	261
214	4446	3349	285	330
215	3349	6296	402	451
216	6296	7191	451	539
217	7191	5885	574	619
218	5885	7191	700	746
219	7191	3349	746	842
220	3349	960	960	972
221	960	4446	1037	1077
222	4446	4780	1077	1095
223	4780	7181	1128	1139
224	7181	4446	1139	1143
225	4446	4780	1161	1179
226	4780	960	1205	1220
227	960	3251	1271	1340
228	3251	1453	1340	1342
229	1453	960	1350	1419
230	4630	6263	373	413
231	6263	4238	1203	1222
232	4238	4718	1222	1224
233	4718	6296	1328	1382
234	3113	3631	263	365
235	3631	508	403	468
236	1197	3243	606	637
237	3243	6888	783	850
238	6888	3631	850	888
239	3631	508	890	947
240	508	3631	972	1029
241	3631	6888	1030	1054
242	6116	5379	299	307
243	5379	5398	316	360
244	5398	6116	407	437
245	6116	4513	501	759
246	4513	3870	759	813
247	3870	5915	899	1043
248	5915	699	1073	1080
249	699	5915	1164	1169
250	5915	3152	1169	1188
251	3152	699	1311	1342
252	699	5915	1387	1394
253	877	3113	307	363
254	3113	1453	372	435
255	1453	3139	548	728
256	3139	1453	832	1011
257	1453	997	1018	1042
258	997	1453	1058	1082
259	1453	3139	1148	1330
260	3113	830	392	506
261	830	5789	506	508
262	5789	669	956	1115
263	669	3480	1119	1203
264	3480	2997	1220	1266
265	2997	7331	1289	1361
266	3638	4621	455	516
267	4621	3638	804	865
268	3638	4621	905	966
269	4621	3125	966	981
270	3125	4475	1045	1142
271	3638	4621	425	486
272	4621	3638	894	955
273	3638	4621	965	1026
274	4621	3638	1044	1105
275	3638	4621	1115	1176
276	4621	3638	1194	1255
277	3638	4621	1265	1326
278	6849	1419	405	407
279	1419	3480	478	560
280	3480	2997	588	635
281	2997	7331	657	735
282	7331	1014	735	737
283	1014	2997	1159	1240
284	2997	3480	1264	1311
285	3480	1419	1329	1408
286	4718	877	187	296
287	877	1453	296	296
288	1453	4377	337	486
289	4377	6804	1175	1233
290	1938	1175	389	451
291	1175	1938	992	1056
292	3638	2221	275	276
293	2221	14	354	442
294	14	2221	1231	1266
295	3638	4621	365	426
296	4621	5100	606	666
297	5100	7331	714	780
298	7331	1014	780	782
299	1014	2997	846	930
300	2997	3480	948	994
301	3480	669	1004	1080
302	669	830	1111	1261
303	830	5789	1261	1263
304	5789	669	1264	1407
305	669	5915	1412	1438
306	4377	6804	285	330
307	6804	6949	337	341
308	6949	4377	351	414
309	4377	4446	414	437
310	4446	3349	533	584
311	3349	6296	678	723
312	6296	4446	903	905
313	4446	3349	940	988
314	3349	6296	1150	1188
315	6296	4446	1188	1190
316	4446	960	1216	1246
317	960	4446	1280	1316
318	1453	3139	428	608
319	3139	4196	608	756
320	4196	4513	793	879
321	4513	4377	1039	1127
322	4377	6804	1295	1353
323	1453	4196	495	542
324	4196	4513	553	639
325	4513	5915	897	962
326	5915	699	989	996
327	699	3152	1305	1331
328	508	3631	716	785
329	3631	2925	896	927
330	2925	3631	1112	1141
331	508	3631	358	428
332	3631	5789	428	436
333	5789	6985	479	604
334	6985	102	745	768
335	102	830	865	955
336	830	3631	955	964
337	3631	3243	1012	1086
338	4377	4513	306	422
339	4513	4377	441	543
340	4377	5818	778	891
341	5818	4196	891	989
342	4196	4513	1033	1119
343	4513	6849	1128	1214
344	6849	3959	1344	1381
345	4621	3638	294	355
346	3638	4621	545	606
347	4621	3638	684	745
348	3638	4621	755	816
349	4621	3638	924	985
350	3638	4621	995	1056
351	4621	1175	1056	1072
352	1175	1756	1077	1151
353	1014	2997	490	567
354	2997	3480	588	636
355	3480	1419	646	722
356	4475	3125	324	422
357	3125	4621	455	480
358	4621	3638	954	1015
359	3638	4621	1145	1206
360	2759	699	182	311
361	699	5287	531	571
362	5287	3152	571	589
363	3152	6710	985	1017
364	6710	669	1073	1094
365	669	3152	1094	1145
366	3152	1419	1154	1206
367	2759	6849	384	434
368	6849	4513	585	671
369	4513	4238	760	902
370	1014	2997	483	561
371	2997	3480	594	642
372	3480	6710	654	715
373	6710	4513	841	903
374	4513	6849	1008	1094
375	1014	6142	163	348
376	6142	1722	348	373
377	1722	6142	476	499
378	6142	7331	545	744
