1	2221	14	354	442
2	14	2221	1231	1266
3	2221	4718	1266	1390
4	4718	2354	1698	1839
5	2354	4238	2370	2482
6	4238	4718	2482	2484
7	4718	6263	3055	3093
8	6263	4718	3093	3114
9	4718	2354	3138	3279
10	2354	5078	3279	3344
11	5078	3012	3480	3495
12	3012	4718	3495	3509
13	4718	877	3522	3628
14	877	3113	3638	3703
15	3113	830	3718	3830
16	830	5789	3830	3832
17	5789	669	4039	4187
18	669	3480	4197	4275
19	3480	669	4292	4368
20	669	830	4379	4526
21	830	5789	4526	4528
22	5789	669	4717	4887
23	669	3480	4893	4976
24	3480	2997	4984	5028
25	2997	3480	5030	5077
26	3480	669	5102	5188
27	669	830	5192	5377
28	830	5789	5377	5379
29	5789	669	5567	5716
30	669	1419	5723	5803
31	1419	3480	5835	5914
32	3480	2997	5926	5972
33	2997	7331	6005	6085
34	7331	1014	6085	6087
35	1014	5100	6178	6239
36	5100	2997	6251	6281
37	2997	3480	6313	6362
38	3480	2997	6362	6406
39	2997	7331	6417	6495
40	7331	2744	6495	6594
41	2744	7331	6594	6731
42	7331	1014	6731	6733
43	1014	5100	6840	6888
44	5100	2997	6900	6930
45	2997	3480	6953	7001
46	3480	669	7019	7093
47	669	830	7096	7241
48	830	5789	7241	7243
49	5789	669	7597	7767
50	669	3480	7773	7856
51	3480	2997	7864	7908
52	2997	3480	7910	7957
53	3480	669	7982	8068
54	669	830	8072	8257
55	6710	4513	192	239
56	4513	3959	313	372
57	3959	6849	380	420
58	6849	4513	585	671
59	4513	3870	769	830
60	3870	4513	832	892
61	4513	927	933	950
62	927	4377	1003	1104
63	4377	4630	1132	1193
64	4630	5078	1328	1373
65	5078	3012	2040	2055
66	3012	4718	2055	2069
67	4718	2354	2164	2255
68	2354	4377	2255	2321
69	4377	4630	2692	2753
70	4630	4377	3264	3320
71	4377	4446	3320	3343
72	4446	3349	3413	3464
73	3349	6296	3558	3603
74	6296	4446	3603	3605
75	4446	3349	3672	3720
76	3349	960	3840	3852
77	960	4446	3917	3957
78	4446	4780	4041	4059
79	4780	960	4085	4100
80	960	3251	4151	4220
81	3251	877	4220	4222
82	877	4446	4306	4395
83	4446	960	4492	4537
84	960	4377	4600	4645
85	4377	1453	4674	4784
86	1453	4196	4815	4862
87	4196	4513	4873	4959
88	4513	5915	5217	5282
89	5915	4513	5282	5358
90	4513	4377	5359	5447
91	4377	4630	5452	5513
92	4630	7191	6133	6281
93	7191	5885	6334	6379
94	5885	7191	6460	6506
95	7191	4377	6528	6610
96	4377	5818	6658	6768
97	5818	4513	6784	6791
98	4513	4196	6799	6888
99	4196	1453	6897	6944
100	1453	3631	7300	7437
101	3631	1453	8750	8884
102	1453	3911	9548	9654
103	6263	4238	1203	1222
104	4238	4718	1222	1224
105	4718	3251	1285	1412
106	3251	1453	1412	1414
107	1453	6116	1715	1953
108	6116	3139	1953	2015
109	3139	1453	2032	2211
110	1453	3139	2348	2528
111	3139	3113	2692	2810
112	3113	877	3166	3220
113	877	4196	3220	3273
114	4196	4513	3313	3399
115	4513	4377	3439	3527
116	4377	927	3724	3814
117	927	4377	3883	3984
118	4377	6804	4175	4233
119	6804	4377	4705	4765
120	4377	4513	4874	4960
121	4513	4238	5080	5222
122	4238	4718	5222	5224
123	4718	6296	5243	5279
124	6296	4446	5279	5281
125	4446	4780	5481	5499
126	4780	960	5525	5540
127	960	4446	5600	5636
128	4446	4513	5817	5932
129	4513	6710	5946	5995
130	6710	1419	6009	6075
131	1419	3152	6213	6262
132	3152	4513	6316	6398
133	4513	6849	6408	6494
134	6849	2759	6807	6847
135	2759	699	7382	7511
136	699	2759	7707	7847
137	2759	699	7888	8009
138	699	2759	8595	8714
139	4513	927	115	132
140	927	1479	137	228
141	1479	4446	228	230
142	4446	3349	285	330
143	3349	6296	402	451
144	6296	7191	451	539
145	7191	5885	574	619
146	5885	7191	700	746
147	7191	4780	746	846
148	4780	7181	1128	1139
149	7181	4377	1139	1165
150	4377	6804	1295	1353
151	6804	4377	1777	1830
152	4377	927	2284	2374
153	927	4377	2443	2544
154	4377	1453	2582	2722
155	1453	877	2722	2722
156	877	4446	2866	2955
157	4446	960	3052	3097
158	960	4446	3097	3132
159	4446	3349	3165	3210
160	3349	6296	3282	3331
161	6296	5885	3331	3365
162	5885	7191	3580	3626
163	7191	4377	3817	3908
164	4377	4630	4012	4073
165	4630	2221	4073	4137
166	2221	7331	4185	4280
167	7331	1014	4280	4282
168	1014	2997	4339	4409
169	2997	3480	4424	4472
170	3480	1419	4483	4560
171	1419	2759	4966	5026
172	2759	6849	5319	5369
173	6849	3959	5664	5701
174	3959	4513	5717	5777
175	4513	3959	6073	6132
176	3959	6849	6140	6180
177	6849	1419	6180	6182
178	1419	4778	6274	6287
179	4778	6849	6287	6293
180	6849	4513	6705	6791
181	4513	4377	6799	6887
182	4377	6804	7055	7113
183	1756	1175	339	416
184	1175	1938	1052	1116
185	1938	1175	1829	1891
186	1175	1938	2492	2556
187	1938	1175	3269	3331
188	1175	1014	3331	3351
189	1014	5100	3483	3530
190	5100	2997	3549	3577
191	2997	3480	3654	3704
192	3480	669	3722	3803
193	669	830	3807	3997
194	830	5789	3997	3999
195	5789	669	4443	4587
196	669	3480	4590	4663
197	3480	5100	4663	4734
198	5100	7331	5034	5100
199	7331	1014	5100	5102
200	1014	6900	5694	5738
201	6900	4651	5738	5740
202	4651	5498	6080	6108
203	5498	3125	6149	6205
204	3125	2759	6238	6428
205	2759	699	6448	6569
206	699	3152	6578	6607
207	3152	699	6676	6703
208	699	3152	6758	6785
209	3152	1419	6914	6966
210	1419	3480	7115	7205
211	3480	1419	7226	7307
212	1419	669	272	352
213	669	830	358	521
214	830	5789	521	523
215	5789	996	541	588
216	996	830	707	757
217	830	5789	757	759
218	5789	669	863	1005
219	669	1419	1008	1108
220	1419	3152	1297	1356
221	3152	2997	1356	1442
222	2997	7331	1463	1530
223	7331	1014	1530	1532
224	1014	2993	1571	1667
225	2993	3638	1667	1700
226	3638	4621	1805	1866
227	4621	3638	2214	2275
228	3638	4621	2285	2346
229	4621	3638	2364	2425
230	3638	4621	2555	2616
231	4621	14	2616	2655
232	14	2221	2671	2706
233	2221	6296	2806	2949
234	6296	4377	2949	2973
235	4377	4513	3186	3302
236	4513	4377	3321	3423
237	4377	4513	3838	3943
238	4513	1419	4372	4484
239	1419	3480	5179	5277
240	3480	2997	5300	5347
241	2997	7331	5378	5460
242	7331	750	5488	5515
243	750	7331	5541	5580
244	7331	1184	5580	5589
245	1184	2997	5602	5686
246	2997	3480	5712	5761
247	3480	1419	5769	5850
248	1419	1014	5850	6010
249	1014	5100	6057	6107
250	5100	2997	6117	6144
251	2997	3480	6154	6201
252	3480	669	6215	6299
253	669	830	6302	6456
254	830	5789	6456	6458
255	5789	669	6500	6646
256	669	3152	6656	6700
257	3152	6710	6745	6777
258	6710	1419	7449	7515
259	6849	2759	9759	9788
260	3139	1453	712	891
261	1453	3139	908	1088
262	3139	3113	1252	1370
263	3113	830	1382	1493
264	830	5789	1493	1495
265	5789	669	1563	1707
266	669	3480	1710	1783
267	3480	2997	1795	1840
268	2997	7331	1853	1923
269	7331	1014	1923	1925
270	1014	2997	1930	2007
271	2997	3480	2028	2076
272	3480	1419	2086	2162
273	1419	669	2747	2831
274	669	6710	2832	2853
275	6710	3480	2988	3050
276	3480	2997	3060	3106
277	2997	3480	3128	3177
278	3480	669	3194	3267
279	669	830	3270	3439
280	830	5789	3439	3441
281	5789	3113	3506	3620
282	3113	877	3638	3708
283	877	4446	3743	3833
284	4446	4238	3912	3965
285	4238	4718	3965	3967
286	4718	4513	4251	4365
287	4513	4377	4761	4863
288	4377	7191	5150	5232
289	960	4377	6040	6085
290	4377	4513	6718	6823
291	4513	4377	6921	7023
292	4377	4718	7023	7028
293	4718	4513	7131	7245
294	4513	3959	7513	7572
295	3959	6849	7580	7620
296	6849	4513	7785	7871
297	4513	6116	9559	9820
298	3139	1453	342	531
299	1453	4196	975	1022
300	4196	4513	1033	1119
301	4513	6849	1128	1214
302	6849	3959	1344	1381
303	3959	4513	1397	1457
304	4513	927	1555	1572
305	927	6949	1572	1608
306	6949	4377	1791	1854
307	4377	4513	1994	2080
308	4513	4238	2200	2342
309	4238	4377	2342	2348
310	4377	7191	2390	2472
311	7191	7181	2568	2643
312	7181	4446	2643	2647
313	4446	960	2656	2686
314	960	3251	2711	2780
315	3251	1453	2780	2782
316	1453	3631	2980	3117
317	3631	508	3283	3348
318	508	996	3348	3375
319	996	830	3587	3637
320	830	5789	3637	3639
321	5789	669	3644	3808
322	669	3480	3811	3897
323	3480	2997	3904	3946
324	2997	7331	3954	4018
325	7331	1014	4018	4020
326	1014	5100	4125	4179
327	5100	2997	4194	4222
328	2997	7331	4227	4312
329	7331	1014	4312	4314
330	1014	2993	4451	4547
331	2993	3638	4547	4580
332	3638	4621	4629	4690
333	4621	3638	4794	4855
334	3638	4621	5165	5226
335	4621	3125	5250	5275
336	3125	4888	5275	5283
337	4888	2997	5496	5584
338	2997	3480	5608	5657
339	3480	3152	5671	5705
340	3152	4513	5738	5820
341	4513	4238	5881	6021
342	4238	4718	6021	6023
343	4718	3012	6037	6060
344	3012	4446	6060	6101
345	4446	4780	6104	6123
346	4780	3349	6123	6152
347	3349	6296	6162	6211
348	6296	3349	6211	6256
349	3349	6296	6438	6483
350	6296	7191	6483	6571
351	7191	4377	6648	6730
352	4377	4513	6794	6880
353	4513	6849	6888	6974
354	6849	4513	7665	7751
355	4513	6849	7968	8054
356	6849	2759	8319	8348
357	2759	3125	9288	9482
358	3125	6849	9598	9753
359	6804	4377	385	445
360	4377	7191	770	863
361	7191	4377	888	970
362	4377	4718	970	975
363	4718	2221	1406	1504
364	2221	14	1794	1882
365	14	4621	1882	1921
366	4621	3638	2244	2305
367	3638	4621	2315	2376
368	4621	3638	2394	2455
369	3638	4621	2495	2556
370	4621	3638	2574	2635
371	3638	4621	2705	2766
372	4621	5100	2879	2939
373	5100	2997	3085	3113
374	2997	7331	3120	3200
375	7331	1014	3200	3202
376	1014	6900	3302	3338
377	6900	7331	3871	3938
378	7331	1175	3938	3957
379	1175	1756	3957	4031
380	1756	1175	4659	4736
381	4621	3638	5124	5185
382	3638	4621	5195	5256
383	4621	3638	5274	5335
384	3638	4621	5345	5406
385	4621	3638	5514	5575
386	3638	4621	5585	5646
387	4621	1014	5759	5780
388	1014	1823	5927	6033
389	1823	1184	6874	6966
390	1184	7331	7007	7020
391	7331	1014	7020	7022
392	1014	2997	7683	7761
393	2997	3480	7788	7836
394	3480	1419	7846	7922
395	508	3631	358	428
396	3631	5789	428	436
397	5789	6985	479	604
398	6985	102	745	768
399	102	830	865	955
400	830	5789	955	957
401	5789	3113	1218	1329
402	3113	877	1337	1390
403	877	1453	1390	1390
404	1453	997	1858	1882
405	997	4446	1882	1961
406	4446	3349	1973	2024
407	3349	960	2400	2412
408	960	4780	2477	2495
409	4780	7181	2568	2579
410	7181	1075	3207	3328
411	1075	997	3345	3382
412	997	1453	3412	3442
413	1453	3139	3442	3582
414	3139	1453	3712	3891
415	1453	3139	3908	4089
416	3139	3113	4132	4250
417	3911	1453	4618	4725
418	1453	1075	4725	4732
419	1075	997	4785	4822
420	997	1453	4852	4882
421	1453	3139	4988	5168
422	3139	1453	5392	5571
423	3139	1453	6102	6291
424	1453	3139	6308	6488
425	3139	1453	6712	6891
426	1453	3139	6908	7090
427	3139	3911	7237	7317
428	3911	1453	7498	7605
429	1453	997	7618	7642
430	997	1453	7658	7682
431	1453	3911	7748	7854
432	3911	1453	7865	7971
433	1453	3911	7988	8094
434	3911	1453	9665	9771
435	1453	877	9771	9771
436	877	4238	9772	9937
437	4238	4718	9937	9939
438	4718	4513	10011	10080
439	960	4377	280	325
440	4377	4513	554	640
441	4513	4050	640	743
442	4050	7181	857	937
443	7181	4446	937	941
444	4446	4238	1032	1085
445	4238	4718	1085	1087
446	4718	6296	1328	1382
447	6296	4446	1382	1384
448	4446	4513	1497	1612
449	4513	3870	1864	1925
450	3870	5915	2034	2158
451	5915	699	2180	2187
452	699	3152	2258	2287
453	3152	5915	2287	2306
454	5915	699	2429	2436
455	699	3152	2745	2771
456	3152	1419	3052	3103
457	1419	1014	3103	3263
458	1014	5100	3298	3359
459	5100	2997	3371	3401
460	2997	3480	3433	3482
461	3480	669	3515	3597
462	669	830	3600	3757
463	830	5789	3757	3759
464	5789	3113	4098	4209
465	3113	877	4217	4270
466	877	4238	4273	4410
467	4238	4446	4410	4439
468	4446	3349	4605	4650
469	3349	6296	4998	5043
470	6296	4446	5043	5045
471	4446	3349	5112	5160
472	3349	960	5280	5292
473	960	4780	5292	5310
474	4780	7181	5448	5459
475	7181	4377	5459	5485
476	4377	4630	5572	5633
477	4630	4377	6144	6200
478	4377	4446	6200	6223
479	4446	3349	6552	6600
480	3349	960	6720	6732
481	960	4446	6797	6837
482	4446	4780	6837	6855
483	4780	7181	6888	6899
484	7181	4446	6899	6903
485	4446	4780	6921	6939
486	4780	960	6965	6980
487	960	3251	7031	7100
488	3251	1453	7100	7102
489	1453	960	7110	7179
490	960	4377	7480	7525
491	4377	7191	7656	7747
492	7191	5885	7774	7819
493	5885	7191	7900	7946
494	7191	4377	7968	8050
495	4377	4718	8050	8055
496	4718	877	8099	8245
497	877	3113	8259	8324
498	3113	830	8343	8507
499	830	5789	8507	8509
500	5789	3480	9596	9843
501	3480	2997	9860	9906
502	2997	7331	9929	10012
503	3638	4621	365	426
504	4621	3638	474	535
505	3638	4621	875	936
506	4621	3638	1044	1105
507	3638	4621	1175	1236
508	4621	3638	1794	1855
509	3638	4621	1865	1926
510	4621	1175	2304	2320
511	1175	1756	2428	2501
512	1756	6142	2501	2554
513	6142	7331	2642	2827
514	7331	1014	2827	2829
515	1014	5100	2869	2918
516	5100	2997	2935	2963
517	2997	3480	2984	3032
518	3480	1419	3043	3120
519	1419	3480	3739	3837
520	3480	2997	3860	3907
521	2997	7331	3938	4020
522	7331	1014	4020	4022
523	1014	2997	4039	4120
524	2997	3480	4144	4191
525	3480	1419	4209	4288
526	1419	3480	4395	4474
527	3480	2997	4486	4532
528	2997	7331	4565	4645
529	7331	1014	4645	4647
530	1014	6142	4893	5102
531	6142	7331	5522	5707
532	7331	5100	5707	5758
533	5100	2997	5965	5993
534	2997	3480	6008	6057
535	3480	669	6074	6147
536	669	830	6150	6319
537	830	3631	6319	6328
538	3631	508	6470	6527
539	508	4185	6527	6549
540	4185	830	6681	6727
541	6888	3243	6997	7056
542	3243	3631	7793	7869
543	3631	3113	8600	8698
544	3113	3631	8903	9005
545	3631	3243	9652	9726
546	3638	2221	309	310
547	2221	6296	1366	1509
548	6296	4446	1509	1511
549	4446	3349	1725	1770
550	3349	7191	1770	1866
551	7191	4377	2088	2170
552	4377	4446	2170	2193
553	4446	4238	2472	2525
554	4238	4377	2525	2531
555	4377	6804	2615	2673
556	6804	4377	3265	3325
557	4377	2136	3325	3331
558	2136	4238	3930	3947
559	4238	2354	3947	4014
560	2354	4238	4769	4874
561	4238	4718	4874	4876
562	4718	2262	5168	5191
563	2262	2136	5191	5199
564	2136	4238	5370	5387
565	4238	4377	5387	5393
566	4377	1453	5462	5602
567	1453	4196	5602	5655
568	4196	4513	6193	6279
569	4513	3870	7825	7892
570	4513	4377	441	543
571	4377	1075	842	994
572	1075	4377	1044	1198
573	4377	4630	1252	1313
574	4630	4377	1824	1880
575	4377	4718	1880	1885
576	4718	4513	1926	2045
577	4513	3870	2065	2132
578	3870	5915	2339	2483
579	5915	3152	2483	2502
580	3152	699	2751	2782
581	699	5915	2835	2842
582	5915	2759	2845	2954
583	2759	6849	3264	3314
584	6849	4513	3825	3911
585	4513	4377	3919	4007
586	4377	1453	4142	4282
587	1453	3631	4420	4557
588	3631	3243	4557	4667
589	3243	3631	4668	4741
590	3631	6990	4749	4771
591	6990	3631	4781	4801
592	3631	5789	4801	4809
593	5789	996	4861	4908
594	996	830	5027	5077
595	830	5789	5077	5079
596	5789	669	5183	5325
597	669	1419	5328	5428
598	1419	3480	5675	5765
599	3480	1419	5786	5867
600	1419	2759	5867	5919
601	2759	699	5942	6071
602	699	4513	6071	6150
