1	3638	4621	2018-09-10 04:35:00	2018-09-10 05:36:00
2	4621	3638	2018-09-10 05:54:00	2018-09-10 06:55:00
3	3638	4621	2018-09-10 12:35:00	2018-09-10 13:36:00
4	4621	3638	2018-09-10 13:54:00	2018-09-10 14:55:00
5	3638	4621	2018-09-10 15:05:00	2018-09-10 16:06:00
6	4621	3638	2018-09-10 16:24:00	2018-09-10 17:25:00
7	3638	4621	2018-09-10 17:35:00	2018-09-10 18:36:00
8	4621	3638	2018-09-10 18:54:00	2018-09-10 19:55:00
9	3638	4621	2018-09-10 20:05:00	2018-09-10 21:06:00
10	4621	4621	2018-09-10 21:07:00	2018-09-10 22:28:00
11	4621	3638	2018-09-10 22:28:00	2018-09-10 23:55:00
12	3638	3638	2018-09-10 23:55:00	2018-09-10 23:59:00
13	3638	3638	2018-09-11 00:00:00	2018-09-11 04:35:00
14	3638	4621	2018-09-11 04:35:00	2018-09-11 05:36:00
15	4621	3638	2018-09-11 05:54:00	2018-09-11 06:55:00
16	3638	4621	2018-09-11 07:05:00	2018-09-11 08:06:00
17	4621	4621	2018-09-11 08:06:00	2018-09-11 11:24:00
18	4621	3638	2018-09-11 11:24:00	2018-09-11 12:25:00
19	3638	4621	2018-09-11 12:35:00	2018-09-11 13:36:00
20	4621	3638	2018-09-11 13:54:00	2018-09-11 14:55:00
21	3638	4621	2018-09-11 15:05:00	2018-09-11 16:06:00
22	4621	3638	2018-09-11 16:24:00	2018-09-11 17:25:00
23	3638	4621	2018-09-11 17:35:00	2018-09-11 18:36:00
24	4621	3638	2018-09-11 18:54:00	2018-09-11 19:55:00
25	3638	4621	2018-09-11 20:05:00	2018-09-11 21:06:00
26	4621	4621	2018-09-11 21:07:00	2018-09-11 22:28:00
27	4621	3638	2018-09-11 22:28:00	2018-09-11 23:55:00
28	3638	3638	2018-09-11 23:55:00	2018-09-11 23:59:00
29	3638	3638	2018-09-12 00:01:00	2018-09-12 05:09:00
30	3638	4621	2018-09-12 05:09:00	2018-09-12 06:10:00
31	4621	3638	2018-09-12 06:24:00	2018-09-12 07:25:00
32	3638	4621	2018-09-12 07:35:00	2018-09-12 08:36:00
33	4621	4621	2018-09-12 08:36:00	2018-09-12 12:54:00
34	4621	3638	2018-09-12 12:54:00	2018-09-12 13:55:00
