1	3638	4621	2018-09-10 05:09:00	2018-09-10 06:10:00
2	4621	3638	2018-09-10 06:24:00	2018-09-10 07:25:00
3	3638	4621	2018-09-10 07:35:00	2018-09-10 08:36:00
4	4621	4621	2018-09-10 08:36:00	2018-09-10 12:54:00
5	4621	3638	2018-09-10 13:24:00	2018-09-10 14:25:00
6	3638	4621	2018-09-10 19:05:00	2018-09-10 20:06:00
7	4621	3638	2018-09-10 20:54:00	2018-09-10 21:55:00
8	3638	3638	2018-09-10 21:55:00	2018-09-10 23:59:00
9	3638	4621	2018-09-11 04:35:00	2018-09-11 05:36:00
10	4621	3638	2018-09-11 05:54:00	2018-09-11 06:55:00
11	3638	4621	2018-09-11 07:05:00	2018-09-11 08:06:00
12	4621	4621	2018-09-11 10:06:00	2018-09-11 13:24:00
13	4621	3638	2018-09-11 13:54:00	2018-09-11 14:55:00
14	3638	4621	2018-09-11 14:55:00	2018-09-11 15:57:59
15	4621	3638	2018-09-11 16:24:00	2018-09-11 17:25:00
16	3638	4621	2018-09-11 18:35:00	2018-09-11 19:36:00
17	4621	3638	2018-09-11 20:54:00	2018-09-11 21:55:00
18	3638	3638	2018-09-11 21:55:00	2018-09-11 23:59:00
19	3638	3638	2018-09-12 00:01:00	2018-09-12 05:09:00
20	3638	4621	2018-09-12 05:09:00	2018-09-12 06:10:00
21	4621	3638	2018-09-12 06:10:00	2018-09-12 07:12:59
22	3638	4621	2018-09-12 07:35:00	2018-09-12 08:36:00
23	4621	4621	2018-09-12 10:06:00	2018-09-12 13:24:00
24	4621	3638	2018-09-12 13:54:00	2018-09-12 14:55:00
25	3638	4621	2018-09-12 15:05:00	2018-09-12 16:06:00
26	4621	1175	2018-09-12 16:06:00	2018-09-12 16:21:35
27	1175	1756	2018-09-12 16:28:00	2018-09-12 17:41:00
28	1756	1756	2018-09-12 19:11:00	2018-09-12 23:59:00
29	1756	1175	2018-09-13 05:39:00	2018-09-13 06:56:00
30	1175	4621	2018-09-13 06:56:00	2018-09-13 07:11:35
31	4621	4621	2018-09-13 08:36:00	2018-09-13 12:54:00
32	4621	3638	2018-09-13 12:54:00	2018-09-13 13:55:00
33	3638	4621	2018-09-13 16:05:00	2018-09-13 17:06:00
34	4621	3638	2018-09-13 18:24:00	2018-09-13 19:25:00
35	3638	4621	2018-09-13 19:35:00	2018-09-13 20:36:00
36	4621	3638	2018-09-13 20:54:00	2018-09-13 21:55:00
37	3638	3638	2018-09-14 00:01:00	2018-09-14 05:09:00
38	3638	4621	2018-09-14 05:09:00	2018-09-14 06:10:00
39	4621	3638	2018-09-14 06:24:00	2018-09-14 07:25:00
40	3638	4621	2018-09-14 09:05:00	2018-09-14 10:06:00
41	4621	3638	2018-09-14 12:54:00	2018-09-14 13:55:00
42	3638	4621	2018-09-14 16:35:00	2018-09-14 17:36:00
43	4621	3638	2018-09-14 17:54:00	2018-09-14 18:55:00
44	3638	4621	2018-09-14 19:05:00	2018-09-14 20:06:00
45	4621	1014	2018-09-14 20:06:00	2018-09-14 20:26:37
46	1014	5100	2018-09-14 20:45:00	2018-09-14 21:39:00
47	5100	2997	2018-09-14 21:54:00	2018-09-14 22:22:00
48	2997	3480	2018-09-14 22:34:00	2018-09-14 23:19:00
49	3480	669	2018-09-14 23:32:00	2018-09-15 00:48:00
50	669	830	2018-09-15 00:59:00	2018-09-15 03:26:00
51	830	5789	2018-09-15 03:26:00	2018-09-15 03:27:32
52	5789	3113	2018-09-15 10:26:00	2018-09-15 12:20:00
53	3113	877	2018-09-15 12:38:00	2018-09-15 13:48:00
54	877	1453	2018-09-15 13:48:00	2018-09-15 13:48:00
55	1453	3139	2018-09-15 19:08:00	2018-09-15 22:10:00
56	3139	3139	2018-09-16 00:00:00	2018-09-16 23:59:00
57	4718	6263	2018-09-10 02:55:00	2018-09-10 03:33:00
58	6263	4377	2018-09-10 03:33:00	2018-09-10 03:58:30
59	4377	6804	2018-09-10 04:45:00	2018-09-10 05:30:00
60	6804	6949	2018-09-10 05:37:00	2018-09-10 05:41:00
61	6949	4377	2018-09-10 05:51:00	2018-09-10 06:54:00
62	4377	4513	2018-09-10 09:14:00	2018-09-10 10:40:00
63	4513	6849	2018-09-10 10:48:00	2018-09-10 12:14:00
64	6849	4513	2018-09-10 13:45:00	2018-09-10 15:11:00
65	4513	927	2018-09-10 15:33:00	2018-09-10 15:50:00
66	927	4377	2018-09-10 15:50:00	2018-09-10 17:21:09
67	4377	4630	2018-09-10 18:52:00	2018-09-10 19:53:00
68	4630	4630	2018-09-11 00:00:00	2018-09-11 05:54:00
69	4630	7191	2018-09-11 06:13:00	2018-09-11 08:41:00
70	7191	4377	2018-09-11 10:48:00	2018-09-11 12:10:00
71	4377	7191	2018-09-11 13:50:00	2018-09-11 15:12:00
72	7191	4377	2018-09-11 15:37:00	2018-09-11 17:08:00
73	4377	4513	2018-09-11 17:14:00	2018-09-11 18:40:00
74	4513	1419	2018-09-12 00:52:00	2018-09-12 02:44:00
75	1419	6710	2018-09-12 02:44:00	2018-09-12 04:03:07
76	6710	1419	2018-09-12 04:09:00	2018-09-12 05:15:00
77	1419	3480	2018-09-12 19:44:00	2018-09-12 21:09:00
78	3480	2997	2018-09-12 21:25:00	2018-09-12 22:11:00
79	2997	3480	2018-09-12 22:34:00	2018-09-12 23:19:00
80	3480	2997	2018-09-12 23:24:00	2018-09-13 00:09:00
81	2997	3480	2018-09-13 00:25:00	2018-09-13 01:14:00
82	3480	669	2018-09-13 01:25:00	2018-09-13 02:38:00
