1	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 27707, 'section': 22373, 'departure_time': 1536551640, 'arrival_time': 1536556920}
2	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 23488, 'section': 22301, 'departure_time': 1536604260, 'arrival_time': 1536606360}
3	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 23490, 'section': 22375, 'departure_time': 1536612360, 'arrival_time': 1536620940}
4	{'task_type': 'deadhead', 'locomotive': 22550, 'first_train_section': 23490, 'first_section': 22375, 'first_departure_time': 1536612360, 'first_arrival_time': 1536620940, 'second_train_section': 25961, 'second_section': 22288, 'second_departure_time': 1536628020, 'second_arrival_time': 1536634560}
5	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 25961, 'section': 22288, 'departure_time': 1536628020, 'arrival_time': 1536634560}
6	{'task_type': 'deadhead', 'locomotive': 22550, 'first_train_section': 25961, 'first_section': 22288, 'first_departure_time': 1536628020, 'first_arrival_time': 1536634560, 'second_train_section': 28424, 'second_section': 22329, 'second_departure_time': 1536641880, 'second_arrival_time': 1536643320}
7	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 28424, 'section': 22329, 'departure_time': 1536641880, 'arrival_time': 1536643320}
8	{'task_type': 'deadhead', 'locomotive': 22550, 'first_train_section': 28424, 'first_section': 22329, 'first_departure_time': 1536641880, 'first_arrival_time': 1536643320, 'second_train_section': 26927, 'second_section': 22331, 'second_departure_time': 1536656880, 'second_arrival_time': 1536667680}
9	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 26927, 'section': 22331, 'departure_time': 1536656880, 'arrival_time': 1536667680}
10	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 27004, 'section': 22438, 'departure_time': 1536673920, 'arrival_time': 1536684660}
11	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 28767, 'section': 22329, 'departure_time': 1536685080, 'arrival_time': 1536686520}
12	{'task_type': 'deadhead', 'locomotive': 22550, 'first_train_section': 28767, 'first_section': 22329, 'first_departure_time': 1536685080, 'first_arrival_time': 1536686520, 'second_train_section': 28799, 'second_section': 22326, 'second_departure_time': 1536723420, 'second_arrival_time': 1536732360}
13	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 28799, 'section': 22326, 'departure_time': 1536723420, 'arrival_time': 1536732360}
14	{'task_type': 'deadhead', 'locomotive': 22550, 'first_train_section': 28799, 'first_section': 22326, 'first_departure_time': 1536723420, 'first_arrival_time': 1536732360, 'second_train_section': 28363, 'second_section': 22447, 'second_departure_time': 1536735180, 'second_arrival_time': 1536738240}
15	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 28363, 'section': 22447, 'departure_time': 1536735180, 'arrival_time': 1536738240}
16	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 23922, 'section': 22256, 'departure_time': 1536743880, 'arrival_time': 1536746580}
17	{'task_type': 'deadhead', 'locomotive': 22550, 'first_train_section': 23922, 'first_section': 22256, 'first_departure_time': 1536743880, 'first_arrival_time': 1536746580, 'second_train_section': 25881, 'second_section': 22447, 'second_departure_time': 1536750720, 'second_arrival_time': 1536753600}
18	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 25881, 'section': 22447, 'departure_time': 1536750720, 'arrival_time': 1536753600}
19	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 26091, 'section': 22257, 'departure_time': 1536760800, 'arrival_time': 1536761520}
20	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 22723, 'section': 22469, 'departure_time': 1536765420, 'arrival_time': 1536767820}
21	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 25206, 'section': 22446, 'departure_time': 1536772860, 'arrival_time': 1536773940}
22	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 25208, 'section': 22255, 'departure_time': 1536775500, 'arrival_time': 1536776400}
23	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 25210, 'section': 22468, 'departure_time': 1536779460, 'arrival_time': 1536783600}
24	{'task_type': 'deadhead', 'locomotive': 22550, 'first_train_section': 25210, 'first_section': 22468, 'first_departure_time': 1536779460, 'first_arrival_time': 1536783600, 'second_train_section': 23112, 'second_section': 22332, 'second_departure_time': 1536784200, 'second_arrival_time': 1536788340}
25	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 23112, 'section': 22332, 'departure_time': 1536784200, 'arrival_time': 1536788340}
26	{'task_type': 'deadhead', 'locomotive': 22550, 'first_train_section': 23112, 'first_section': 22332, 'first_departure_time': 1536784200, 'first_arrival_time': 1536788340, 'second_train_section': 28374, 'second_section': 22388, 'second_departure_time': 1536817080, 'second_arrival_time': 1536819180}
27	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 28374, 'section': 22388, 'departure_time': 1536817080, 'arrival_time': 1536819180}
28	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 23634, 'section': 22492, 'departure_time': 1536819840, 'arrival_time': 1536829080}
29	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 25453, 'section': 22279, 'departure_time': 1536839400, 'arrival_time': 1536844320}
30	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 23012, 'section': 22315, 'departure_time': 1536857280, 'arrival_time': 1536861780}
31	{'task_type': 'deadhead', 'locomotive': 22550, 'first_train_section': 23012, 'first_section': 22315, 'first_departure_time': 1536857280, 'first_arrival_time': 1536861780, 'second_train_section': 28943, 'second_section': 22452, 'second_departure_time': 1536862560, 'second_arrival_time': 1536864360}
32	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 28943, 'section': 22452, 'departure_time': 1536862560, 'arrival_time': 1536864360}
33	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 25902, 'section': 22468, 'departure_time': 1536865860, 'arrival_time': 1536870000}
34	{'task_type': 'deadhead', 'locomotive': 22550, 'first_train_section': 25902, 'first_section': 22468, 'first_departure_time': 1536865860, 'first_arrival_time': 1536870000, 'second_train_section': 24411, 'second_section': 22322, 'second_departure_time': 1536880560, 'second_arrival_time': 1536888060}
35	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 24411, 'section': 22322, 'departure_time': 1536880560, 'arrival_time': 1536888060}
36	{'task_type': 'deadhead', 'locomotive': 22550, 'first_train_section': 24411, 'first_section': 22322, 'first_departure_time': 1536880560, 'first_arrival_time': 1536888060, 'second_train_section': 28730, 'second_section': 22293, 'second_departure_time': 1536891480, 'second_arrival_time': 1536899940}
37	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 28730, 'section': 22293, 'departure_time': 1536891480, 'arrival_time': 1536899940}
38	{'task_type': 'deadhead', 'locomotive': 22550, 'first_train_section': 28730, 'first_section': 22293, 'first_departure_time': 1536891480, 'first_arrival_time': 1536899940, 'second_train_section': 25329, 'second_section': 22286, 'second_departure_time': 1536904920, 'second_arrival_time': 1536908880}
39	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 25329, 'section': 22286, 'departure_time': 1536904920, 'arrival_time': 1536908880}
40	{'task_type': 'deadhead', 'locomotive': 22550, 'first_train_section': 25329, 'first_section': 22286, 'first_departure_time': 1536904920, 'first_arrival_time': 1536908880, 'second_train_section': 26062, 'second_section': 22292, 'second_departure_time': 1536916800, 'second_arrival_time': 1536920880}
41	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 26062, 'section': 22292, 'departure_time': 1536916800, 'arrival_time': 1536920880}
42	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 26819, 'section': 22381, 'departure_time': 1536924720, 'arrival_time': 1536926640}
43	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 23865, 'section': 22287, 'departure_time': 1536926880, 'arrival_time': 1536928260}
44	{'task_type': 'deadhead', 'locomotive': 22550, 'first_train_section': 23865, 'first_section': 22287, 'first_departure_time': 1536926880, 'first_arrival_time': 1536928260, 'second_train_section': 28256, 'second_section': 22447, 'second_departure_time': 1536932400, 'second_arrival_time': 1536935280}
45	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 28256, 'section': 22447, 'departure_time': 1536932400, 'arrival_time': 1536935280}
46	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 27381, 'section': 22256, 'departure_time': 1536945000, 'arrival_time': 1536947280}
47	{'task_type': 'deadhead', 'locomotive': 22550, 'first_train_section': 27381, 'first_section': 22256, 'first_departure_time': 1536945000, 'first_arrival_time': 1536947280, 'second_train_section': 25566, 'second_section': 22452, 'second_departure_time': 1536948960, 'second_arrival_time': 1536950760}
48	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 25566, 'section': 22452, 'departure_time': 1536948960, 'arrival_time': 1536950760}
49	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 25332, 'section': 22469, 'departure_time': 1536952800, 'arrival_time': 1536954960}
50	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 26033, 'section': 22451, 'departure_time': 1536965820, 'arrival_time': 1536972720}
51	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 24677, 'section': 22350, 'departure_time': 1536987840, 'arrival_time': 1536991500}
52	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 24246, 'section': 22485, 'departure_time': 1536998040, 'arrival_time': 1537005480}
53	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 24248, 'section': 22264, 'departure_time': 1537006800, 'arrival_time': 1537007220}
54	{'task_type': 'regular', 'locomotive': 22555, 'train_section': 27022, 'section': 22349, 'departure_time': 1536533520, 'arrival_time': 1536538140}
55	{'task_type': 'deadhead', 'locomotive': 22555, 'first_train_section': 25556, 'first_section': 22382, 'first_departure_time': 1536558480, 'first_arrival_time': 1536573360, 'second_train_section': 27415, 'second_section': 22242, 'second_departure_time': 1536585660, 'second_arrival_time': 1536588420}
56	{'task_type': 'regular', 'locomotive': 22555, 'train_section': 27415, 'section': 22242, 'departure_time': 1536585660, 'arrival_time': 1536588420}
57	{'task_type': 'deadhead', 'locomotive': 22555, 'first_train_section': 27415, 'first_section': 22242, 'first_departure_time': 1536585660, 'first_arrival_time': 1536588420, 'second_train_section': 26418, 'second_section': 22404, 'second_departure_time': 1536605220, 'second_arrival_time': 1536614160}
58	{'task_type': 'regular', 'locomotive': 22555, 'train_section': 26418, 'section': 22404, 'departure_time': 1536605220, 'arrival_time': 1536614160}
59	{'task_type': 'regular', 'locomotive': 22555, 'train_section': 26420, 'section': 22249, 'departure_time': 1536614580, 'arrival_time': 1536619380}
60	{'task_type': 'regular', 'locomotive': 22555, 'train_section': 24066, 'section': 22507, 'departure_time': 1536655560, 'arrival_time': 1536659160}
61	{'task_type': 'regular', 'locomotive': 22555, 'train_section': 28237, 'section': 22361, 'departure_time': 1536676740, 'arrival_time': 1536679740}
62	{'task_type': 'regular', 'locomotive': 22555, 'train_section': 22918, 'section': 22500, 'departure_time': 1536687480, 'arrival_time': 1536690600}
63	{'task_type': 'deadhead', 'locomotive': 22555, 'first_train_section': 22918, 'first_section': 22500, 'first_departure_time': 1536687480, 'first_arrival_time': 1536690600, 'second_train_section': 28911, 'second_section': 22501, 'second_departure_time': 1536697440, 'second_arrival_time': 1536699660}
64	{'task_type': 'regular', 'locomotive': 22555, 'train_section': 28911, 'section': 22501, 'departure_time': 1536697440, 'arrival_time': 1536699660}
65	{'task_type': 'regular', 'locomotive': 22555, 'train_section': 28913, 'section': 22476, 'departure_time': 1536700620, 'arrival_time': 1536704220}
66	{'task_type': 'regular', 'locomotive': 22555, 'train_section': 27083, 'section': 22344, 'departure_time': 1536710100, 'arrival_time': 1536711120}
67	{'task_type': 'deadhead', 'locomotive': 22555, 'first_train_section': 27083, 'first_section': 22344, 'first_departure_time': 1536710100, 'first_arrival_time': 1536711120, 'second_train_section': 22991, 'second_section': 22342, 'second_departure_time': 1536724020, 'second_arrival_time': 1536730500}
68	{'task_type': 'regular', 'locomotive': 22555, 'train_section': 22991, 'section': 22342, 'departure_time': 1536724020, 'arrival_time': 1536730500}
69	{'task_type': 'regular', 'locomotive': 22555, 'train_section': 24284, 'section': 22281, 'departure_time': 1536736440, 'arrival_time': 1536741600}
70	{'task_type': 'regular', 'locomotive': 22555, 'train_section': 26469, 'section': 22344, 'departure_time': 1536745320, 'arrival_time': 1536746640}
71	{'task_type': 'deadhead', 'locomotive': 22555, 'first_train_section': 26469, 'first_section': 22344, 'first_departure_time': 1536745320, 'first_arrival_time': 1536746640, 'second_train_section': 28471, 'second_section': 22447, 'second_departure_time': 1536759600, 'second_arrival_time': 1536762480}
72	{'task_type': 'regular', 'locomotive': 22555, 'train_section': 28471, 'section': 22447, 'departure_time': 1536759600, 'arrival_time': 1536762480}
73	{'task_type': 'regular', 'locomotive': 22555, 'train_section': 23416, 'section': 22256, 'departure_time': 1536772200, 'arrival_time': 1536774480}
74	{'task_type': 'deadhead', 'locomotive': 22555, 'first_train_section': 23416, 'first_section': 22256, 'first_departure_time': 1536772200, 'first_arrival_time': 1536774480, 'second_train_section': 25743, 'second_section': 22452, 'second_departure_time': 1536776160, 'second_arrival_time': 1536777960}
75	{'task_type': 'regular', 'locomotive': 22555, 'train_section': 25743, 'section': 22452, 'departure_time': 1536776160, 'arrival_time': 1536777960}
76	{'task_type': 'deadhead', 'locomotive': 22555, 'first_train_section': 22746, 'first_section': 22470, 'first_departure_time': 1536788400, 'first_arrival_time': 1536789540, 'second_train_section': 25838, 'second_section': 22451, 'second_departure_time': 1536793020, 'second_arrival_time': 1536799920}
77	{'task_type': 'regular', 'locomotive': 22555, 'train_section': 25838, 'section': 22451, 'departure_time': 1536793020, 'arrival_time': 1536799920}
78	{'task_type': 'regular', 'locomotive': 22555, 'train_section': 25841, 'section': 22345, 'departure_time': 1536800760, 'arrival_time': 1536803700}
79	{'task_type': 'deadhead', 'locomotive': 22555, 'first_train_section': 25841, 'first_section': 22345, 'first_departure_time': 1536800760, 'first_arrival_time': 1536803700, 'second_train_section': 25913, 'second_section': 22342, 'second_departure_time': 1536816060, 'second_arrival_time': 1536822180}
80	{'task_type': 'regular', 'locomotive': 22555, 'train_section': 25913, 'section': 22342, 'departure_time': 1536816060, 'arrival_time': 1536822180}
81	{'task_type': 'regular', 'locomotive': 22555, 'train_section': 24181, 'section': 22281, 'departure_time': 1536822840, 'arrival_time': 1536828000}
82	{'task_type': 'regular', 'locomotive': 22555, 'train_section': 25862, 'section': 22351, 'departure_time': 1536828480, 'arrival_time': 1536833640}
83	{'task_type': 'regular', 'locomotive': 22555, 'train_section': 23185, 'section': 22499, 'departure_time': 1536911100, 'arrival_time': 1536916260}
84	{'task_type': 'regular', 'locomotive': 22555, 'train_section': 27784, 'section': 22350, 'departure_time': 1536922140, 'arrival_time': 1536925800}
85	{'task_type': 'regular', 'locomotive': 22555, 'train_section': 24942, 'section': 22486, 'departure_time': 1536925920, 'arrival_time': 1536929520}
86	{'task_type': 'regular', 'locomotive': 22555, 'train_section': 24944, 'section': 22341, 'departure_time': 1536929820, 'arrival_time': 1536933720}
87	{'task_type': 'regular', 'locomotive': 22555, 'train_section': 24946, 'section': 22264, 'departure_time': 1536935340, 'arrival_time': 1536935760}
