1	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 24654, 'section': 22464, 'departure_time': 1536530400, 'arrival_time': 1536552780}
2	{'task_type': 'deadhead', 'locomotive': 22550, 'first_train_section': 24654, 'first_section': 22464, 'first_departure_time': 1536530400, 'first_arrival_time': 1536552780, 'second_train_section': 23207, 'second_section': 22296, 'second_departure_time': 1536566400, 'second_arrival_time': 1536567300}
3	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 23207, 'section': 22296, 'departure_time': 1536566400, 'arrival_time': 1536567300}
4	{'task_type': 'deadhead', 'locomotive': 22550, 'first_train_section': 23207, 'first_section': 22296, 'first_departure_time': 1536566400, 'first_arrival_time': 1536567300, 'second_train_section': 23919, 'second_section': 22288, 'second_departure_time': 1536598560, 'second_arrival_time': 1536607440}
5	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 23919, 'section': 22288, 'departure_time': 1536598560, 'arrival_time': 1536607440}
6	{'task_type': 'regular', 'locomotive': 22554, 'train_section': 24626, 'section': 22349, 'departure_time': 1536533520, 'arrival_time': 1536538140}
7	{'task_type': 'deadhead', 'locomotive': 22554, 'first_train_section': 24626, 'first_section': 22349, 'first_departure_time': 1536533520, 'first_arrival_time': 1536538140, 'second_train_section': 23631, 'second_section': 22369, 'second_departure_time': 1536541920, 'second_arrival_time': 1536544740}
8	{'task_type': 'regular', 'locomotive': 22554, 'train_section': 23631, 'section': 22369, 'departure_time': 1536541920, 'arrival_time': 1536544740}
9	{'task_type': 'regular', 'locomotive': 22554, 'train_section': 28260, 'section': 22348, 'departure_time': 1536549180, 'arrival_time': 1536552720}
10	{'task_type': 'regular', 'locomotive': 22554, 'train_section': 28262, 'section': 22477, 'departure_time': 1536553200, 'arrival_time': 1536555600}
11	{'task_type': 'regular', 'locomotive': 22554, 'train_section': 27773, 'section': 22499, 'departure_time': 1536558300, 'arrival_time': 1536563460}
12	{'task_type': 'regular', 'locomotive': 22554, 'train_section': 27251, 'section': 22351, 'departure_time': 1536569280, 'arrival_time': 1536574440}
13	{'task_type': 'deadhead', 'locomotive': 22554, 'first_train_section': 27251, 'first_section': 22351, 'first_departure_time': 1536569280, 'first_arrival_time': 1536574440, 'second_train_section': 26530, 'second_section': 22513, 'second_departure_time': 1536593880, 'second_arrival_time': 1536595500}
14	{'task_type': 'regular', 'locomotive': 22554, 'train_section': 26530, 'section': 22513, 'departure_time': 1536593880, 'arrival_time': 1536595500}
15	{'task_type': 'regular', 'locomotive': 22554, 'train_section': 24471, 'section': 22473, 'departure_time': 1536595500, 'arrival_time': 1536616740}
16	{'task_type': 'regular', 'locomotive': 22556, 'train_section': 26506, 'section': 22319, 'departure_time': 1536530400, 'arrival_time': 1536548280}
17	{'task_type': 'regular', 'locomotive': 22556, 'train_section': 24228, 'section': 22320, 'departure_time': 1536548280, 'arrival_time': 1536554700}
18	{'task_type': 'deadhead', 'locomotive': 22556, 'first_train_section': 24228, 'first_section': 22320, 'first_departure_time': 1536548280, 'first_arrival_time': 1536554700, 'second_train_section': 23736, 'second_section': 22388, 'second_departure_time': 1536557880, 'second_arrival_time': 1536559980}
19	{'task_type': 'regular', 'locomotive': 22556, 'train_section': 23736, 'section': 22388, 'departure_time': 1536557880, 'arrival_time': 1536559980}
20	{'task_type': 'regular', 'locomotive': 22556, 'train_section': 26756, 'section': 22492, 'departure_time': 1536560640, 'arrival_time': 1536569880}
21	{'task_type': 'regular', 'locomotive': 22556, 'train_section': 23926, 'section': 22278, 'departure_time': 1536577080, 'arrival_time': 1536583860}
22	{'task_type': 'deadhead', 'locomotive': 22556, 'first_train_section': 23926, 'first_section': 22278, 'first_departure_time': 1536577080, 'first_arrival_time': 1536583860, 'second_train_section': 25802, 'second_section': 22280, 'second_departure_time': 1536598920, 'second_arrival_time': 1536607320}
23	{'task_type': 'regular', 'locomotive': 22556, 'train_section': 25802, 'section': 22280, 'departure_time': 1536598920, 'arrival_time': 1536607320}
24	{'task_type': 'deadhead', 'locomotive': 22556, 'first_train_section': 25802, 'first_section': 22280, 'first_departure_time': 1536598920, 'first_arrival_time': 1536607320, 'second_train_section': 23921, 'second_section': 22323, 'second_departure_time': 1536608940, 'second_arrival_time': 1536612180}
25	{'task_type': 'regular', 'locomotive': 22556, 'train_section': 23921, 'section': 22323, 'departure_time': 1536608940, 'arrival_time': 1536612180}
26	{'task_type': 'regular', 'locomotive': 22557, 'train_section': 28051, 'section': 22277, 'departure_time': 1536547500, 'arrival_time': 1536550200}
27	{'task_type': 'regular', 'locomotive': 22557, 'train_section': 28053, 'section': 22239, 'departure_time': 1536550620, 'arrival_time': 1536550860}
28	{'task_type': 'regular', 'locomotive': 22557, 'train_section': 26451, 'section': 22299, 'departure_time': 1536551460, 'arrival_time': 1536555240}
29	{'task_type': 'regular', 'locomotive': 22557, 'train_section': 26539, 'section': 22279, 'departure_time': 1536562200, 'arrival_time': 1536567780}
30	{'task_type': 'regular', 'locomotive': 22557, 'train_section': 27289, 'section': 22313, 'departure_time': 1536569280, 'arrival_time': 1536574200}
31	{'task_type': 'regular', 'locomotive': 22557, 'train_section': 27132, 'section': 22285, 'departure_time': 1536580920, 'arrival_time': 1536590040}
32	{'task_type': 'deadhead', 'locomotive': 22557, 'first_train_section': 27132, 'first_section': 22285, 'first_departure_time': 1536580920, 'first_arrival_time': 1536590040, 'second_train_section': 24992, 'second_section': 22331, 'second_departure_time': 1536599280, 'second_arrival_time': 1536610200}
33	{'task_type': 'regular', 'locomotive': 22557, 'train_section': 24992, 'section': 22331, 'departure_time': 1536599280, 'arrival_time': 1536610200}
34	{'task_type': 'regular', 'locomotive': 22558, 'train_section': 27192, 'section': 22281, 'departure_time': 1536548760, 'arrival_time': 1536555720}
35	{'task_type': 'regular', 'locomotive': 22558, 'train_section': 27698, 'section': 22342, 'departure_time': 1536556860, 'arrival_time': 1536562980}
36	{'task_type': 'regular', 'locomotive': 22558, 'train_section': 23739, 'section': 22279, 'departure_time': 1536587400, 'arrival_time': 1536592320}
37	{'task_type': 'regular', 'locomotive': 22558, 'train_section': 26338, 'section': 22315, 'departure_time': 1536598080, 'arrival_time': 1536602580}
38	{'task_type': 'regular', 'locomotive': 22559, 'train_section': 22826, 'section': 22382, 'departure_time': 1536530400, 'arrival_time': 1536551400}
39	{'task_type': 'regular', 'locomotive': 22559, 'train_section': 25130, 'section': 22382, 'departure_time': 1536601620, 'arrival_time': 1536616740}
40	{'task_type': 'regular', 'locomotive': 22562, 'train_section': 23534, 'section': 22464, 'departure_time': 1536530400, 'arrival_time': 1536551640}
