1	2221	14	2018-09-10 05:54:00	2018-09-10 07:22:00
2	14	2221	2018-09-10 20:31:00	2018-09-10 21:06:00
3	2759	6849	2018-09-10 06:24:00	2018-09-10 07:14:00
4	6849	4513	2018-09-10 07:45:00	2018-09-10 09:11:00
5	4513	4196	2018-09-10 09:19:00	2018-09-10 10:48:00
6	4196	1453	2018-09-10 10:57:00	2018-09-10 11:44:00
7	1453	3911	2018-09-10 17:43:00	2018-09-10 19:41:00
8	3911	3911	2018-09-10 19:41:00	2018-09-10 23:58:00
9	4621	3638	2018-09-10 04:54:00	2018-09-10 05:55:00
10	3638	4621	2018-09-10 07:35:00	2018-09-10 08:36:00
11	4621	5100	2018-09-10 08:36:00	2018-09-10 09:35:05
12	5100	7331	2018-09-10 11:54:00	2018-09-10 13:00:00
13	7331	7073	2018-09-10 13:00:00	2018-09-10 13:05:04
14	7073	7331	2018-09-10 18:36:00	2018-09-10 18:47:00
15	7331	750	2018-09-10 19:28:00	2018-09-10 19:55:00
16	750	7331	2018-09-10 20:21:00	2018-09-10 21:00:00
17	7331	1184	2018-09-10 21:00:00	2018-09-10 21:08:59
18	1184	2997	2018-09-10 21:22:00	2018-09-10 22:46:00
19	4621	4621	2018-09-10 00:00:00	2018-09-10 05:24:00
20	4621	3638	2018-09-10 05:54:00	2018-09-10 06:55:00
21	3638	4621	2018-09-10 07:05:00	2018-09-10 08:06:00
22	4621	4621	2018-09-10 08:36:00	2018-09-10 12:54:00
23	4621	3638	2018-09-10 13:24:00	2018-09-10 14:25:00
24	3638	4621	2018-09-10 14:35:00	2018-09-10 15:36:00
25	4621	3638	2018-09-10 16:24:00	2018-09-10 17:25:00
26	3638	4621	2018-09-10 17:35:00	2018-09-10 18:36:00
27	4621	3638	2018-09-10 18:54:00	2018-09-10 19:55:00
28	3638	4621	2018-09-10 20:05:00	2018-09-10 21:06:00
29	4621	4621	2018-09-10 21:07:00	2018-09-10 22:28:00
30	4621	3638	2018-09-10 22:28:00	2018-09-10 23:55:00
31	3638	3638	2018-09-10 23:55:00	2018-09-10 23:59:00
32	4630	4630	2018-09-10 00:00:00	2018-09-10 06:13:00
33	4630	7191	2018-09-10 06:13:00	2018-09-10 08:41:00
34	7191	5885	2018-09-10 09:34:00	2018-09-10 10:19:00
35	5885	7191	2018-09-10 11:40:00	2018-09-10 12:26:00
36	7191	4377	2018-09-10 12:48:00	2018-09-10 14:10:00
37	4377	6804	2018-09-10 19:35:00	2018-09-10 20:33:00
38	6804	6804	2018-09-10 20:33:00	2018-09-10 23:59:00
39	4513	927	2018-09-10 01:55:00	2018-09-10 02:12:00
40	927	1479	2018-09-10 02:17:00	2018-09-10 03:48:00
41	1479	4446	2018-09-10 03:48:00	2018-09-10 03:49:07
42	4446	3349	2018-09-10 04:45:00	2018-09-10 05:30:00
43	3349	6296	2018-09-10 06:42:00	2018-09-10 07:31:00
44	6296	4446	2018-09-10 07:31:00	2018-09-10 07:32:21
45	4446	3349	2018-09-10 08:53:00	2018-09-10 09:44:00
46	3349	6296	2018-09-10 11:18:00	2018-09-10 12:03:00
47	6296	3349	2018-09-10 12:03:00	2018-09-10 12:47:22
48	3349	960	2018-09-10 16:00:00	2018-09-10 16:12:00
49	960	960	2018-09-10 16:12:00	2018-09-10 17:17:00
50	960	4446	2018-09-10 17:17:00	2018-09-10 17:57:00
51	4446	4780	2018-09-10 17:57:00	2018-09-10 18:14:14
