1	4630	4630	2018-09-10 00:00:00	2018-09-10 06:13:00
2	4630	5078	2018-09-10 06:13:00	2018-09-10 07:13:06
3	5078	3012	2018-09-10 10:00:00	2018-09-10 10:15:00
4	3012	4630	2018-09-10 20:27:00	2018-09-10 21:07:00
5	4630	4718	2018-09-10 21:07:00	2018-09-10 22:06:49
6	4718	6296	2018-09-10 22:08:00	2018-09-10 23:02:00
7	3139	3139	2018-09-10 00:00:00	2018-09-10 05:42:00
8	3139	1075	2018-09-10 05:42:00	2018-09-10 07:55:22
9	1075	4377	2018-09-10 08:24:00	2018-09-10 10:58:00
10	4377	1075	2018-09-10 14:02:00	2018-09-10 16:34:00
11	1075	3349	2018-09-10 16:34:00	2018-09-10 17:49:34
12	3349	6296	2018-09-10 19:10:00	2018-09-10 19:48:00
13	3638	4621	2018-09-10 04:35:00	2018-09-10 05:36:00
14	4621	4621	2018-09-10 08:36:00	2018-09-10 12:54:00
15	4621	3638	2018-09-10 15:54:00	2018-09-10 16:56:59
16	3638	4621	2018-09-10 17:35:00	2018-09-10 18:36:00
17	4621	3638	2018-09-10 18:36:00	2018-09-10 19:38:59
18	3638	4621	2018-09-10 20:05:00	2018-09-10 21:06:00
19	3638	3638	2018-09-10 00:01:00	2018-09-10 05:09:00
20	3638	4621	2018-09-10 14:35:00	2018-09-10 15:36:00
21	4621	1938	2018-09-10 15:36:00	2018-09-10 16:54:03
22	1938	1938	2018-09-10 18:36:00	2018-09-10 23:59:00
23	4718	6263	2018-09-10 02:55:00	2018-09-10 03:33:00
24	6263	6949	2018-09-10 03:33:00	2018-09-10 04:53:52
25	6949	4377	2018-09-10 05:51:00	2018-09-10 06:54:00
26	4377	5818	2018-09-10 12:58:00	2018-09-10 14:51:00
27	5818	4718	2018-09-10 14:51:00	2018-09-10 16:51:12
28	4718	877	2018-09-10 18:56:00	2018-09-10 21:24:00
29	877	3113	2018-09-10 21:49:00	2018-09-10 22:43:00
30	3113	1453	2018-09-10 06:12:00	2018-09-10 07:15:00
31	1453	4196	2018-09-10 08:15:00	2018-09-10 09:02:00
32	4196	4513	2018-09-10 09:13:00	2018-09-10 10:39:00
33	4513	6849	2018-09-10 10:48:00	2018-09-10 12:14:00
34	6849	2759	2018-09-10 19:38:00	2018-09-10 20:30:00
35	997	1453	2018-09-10 08:52:00	2018-09-10 09:22:00
36	1453	4196	2018-09-10 12:22:00	2018-09-10 13:14:12
37	4196	4513	2018-09-10 19:13:00	2018-09-10 20:39:00
38	3349	6296	2018-09-10 06:42:00	2018-09-10 07:31:00
39	6296	4446	2018-09-10 07:31:00	2018-09-10 07:32:21
40	4446	4780	2018-09-10 19:21:00	2018-09-10 19:39:00
41	4780	960	2018-09-10 20:05:00	2018-09-10 20:20:00
42	960	3251	2018-09-10 21:11:00	2018-09-10 22:20:00
43	5398	6116	2018-09-10 06:47:00	2018-09-10 07:17:00
44	4196	4513	2018-09-10 07:13:00	2018-09-10 08:39:00
45	4513	4196	2018-09-10 09:19:00	2018-09-10 10:48:00
46	4196	1453	2018-09-10 10:57:00	2018-09-10 11:44:00
47	1453	997	2018-09-10 11:44:00	2018-09-10 12:12:53
48	997	1453	2018-09-10 17:38:00	2018-09-10 18:02:00
49	1453	3139	2018-09-10 19:08:00	2018-09-10 22:10:00
50	6849	4513	2018-09-10 07:45:00	2018-09-10 09:11:00
51	4513	3870	2018-09-10 09:11:00	2018-09-10 10:04:48
52	3870	5915	2018-09-10 14:59:00	2018-09-10 17:23:00
53	5915	699	2018-09-10 17:53:00	2018-09-10 18:00:00
54	699	3152	2018-09-10 18:00:00	2018-09-10 18:21:59
55	3152	699	2018-09-10 21:51:00	2018-09-10 22:22:00
56	1035	6710	2018-09-10 09:12:00	2018-09-10 09:46:00
57	6710	3870	2018-09-10 09:46:00	2018-09-10 11:45:46
58	3870	4513	2018-09-10 13:52:00	2018-09-10 14:52:00
59	4513	5915	2018-09-10 14:57:00	2018-09-10 16:02:00
60	5915	699	2018-09-10 16:29:00	2018-09-10 16:36:00
61	508	508	2018-09-10 00:00:00	2018-09-10 05:50:00
62	508	508	2018-09-10 19:47:00	2018-09-10 23:59:00
63	5789	6985	2018-09-10 07:59:00	2018-09-10 10:04:00
64	6985	4185	2018-09-10 10:04:00	2018-09-10 10:48:09
65	4185	830	2018-09-10 19:24:00	2018-09-10 20:17:00
66	5789	3113	2018-09-10 20:18:00	2018-09-10 22:09:00
67	3113	877	2018-09-10 22:17:00	2018-09-10 23:10:00
68	4621	3638	2018-09-10 04:54:00	2018-09-10 05:55:00
69	3638	4621	2018-09-10 19:05:00	2018-09-10 20:06:00
70	4621	4621	2018-09-10 22:06:00	2018-09-10 23:59:00
71	4621	4621	2018-09-10 08:06:00	2018-09-10 11:24:00
72	4621	6900	2018-09-10 11:24:00	2018-09-10 12:21:51
73	6900	7331	2018-09-10 16:31:00	2018-09-10 17:38:00
74	6142	7331	2018-09-10 09:05:00	2018-09-10 12:24:00
75	3638	4621	2018-09-10 09:05:00	2018-09-10 10:06:00
76	4621	3638	2018-09-10 20:54:00	2018-09-10 21:55:00
77	5100	7331	2018-09-10 11:54:00	2018-09-10 13:00:00
78	7331	1014	2018-09-10 13:00:00	2018-09-10 13:01:36
79	1014	5100	2018-09-10 20:45:00	2018-09-10 21:39:00
80	5100	2997	2018-09-10 21:54:00	2018-09-10 22:22:00
81	2997	3480	2018-09-10 22:34:00	2018-09-10 23:19:00
82	5789	669	2018-09-10 14:23:00	2018-09-10 16:45:00
83	669	1419	2018-09-10 16:48:00	2018-09-10 18:28:00
84	1419	3152	2018-09-10 21:37:00	2018-09-10 22:36:00
