1	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 28161, 'section': 22373, 'departure_time': 1536551640, 'arrival_time': 1536556920}
2	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 23568, 'section': 22301, 'departure_time': 1536604260, 'arrival_time': 1536606360}
3	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 23570, 'section': 22375, 'departure_time': 1536612360, 'arrival_time': 1536620940}
4	{'task_type': 'deadhead', 'locomotive': 22550, 'first_train_section': 23570, 'first_section': 22375, 'first_departure_time': 1536612360, 'first_arrival_time': 1536620940, 'second_train_section': 24781, 'second_section': 22447, 'second_departure_time': 1536633900, 'second_arrival_time': 1536636600}
5	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 24781, 'section': 22447, 'departure_time': 1536633900, 'arrival_time': 1536636600}
6	{'task_type': 'deadhead', 'locomotive': 22550, 'first_train_section': 24781, 'first_section': 22447, 'first_departure_time': 1536633900, 'first_arrival_time': 1536636600, 'second_train_section': 25228, 'second_section': 22447, 'second_departure_time': 1536648780, 'second_arrival_time': 1536651840}
7	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 25228, 'section': 22447, 'departure_time': 1536648780, 'arrival_time': 1536651840}
8	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 23766, 'section': 22257, 'departure_time': 1536674400, 'arrival_time': 1536675120}
9	{'task_type': 'deadhead', 'locomotive': 22550, 'first_train_section': 23766, 'first_section': 22257, 'first_departure_time': 1536674400, 'first_arrival_time': 1536675120, 'second_train_section': 23283, 'second_section': 22449, 'second_departure_time': 1536678720, 'second_arrival_time': 1536681900}
10	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 23283, 'section': 22449, 'departure_time': 1536678720, 'arrival_time': 1536681900}
11	{'task_type': 'deadhead', 'locomotive': 22550, 'first_train_section': 27919, 'first_section': 22464, 'first_departure_time': 1536688380, 'first_arrival_time': 1536703140, 'second_train_section': 24225, 'second_section': 22288, 'second_departure_time': 1536714420, 'second_arrival_time': 1536720960}
12	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 24225, 'section': 22288, 'departure_time': 1536714420, 'arrival_time': 1536720960}
13	{'task_type': 'deadhead', 'locomotive': 22550, 'first_train_section': 24225, 'first_section': 22288, 'first_departure_time': 1536714420, 'first_arrival_time': 1536720960, 'second_train_section': 29357, 'second_section': 22326, 'second_departure_time': 1536723420, 'second_arrival_time': 1536732360}
14	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 29357, 'section': 22326, 'departure_time': 1536723420, 'arrival_time': 1536732360}
15	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 24434, 'section': 22281, 'departure_time': 1536736440, 'arrival_time': 1536741600}
16	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 26788, 'section': 22344, 'departure_time': 1536745320, 'arrival_time': 1536746640}
17	{'task_type': 'deadhead', 'locomotive': 22550, 'first_train_section': 26788, 'first_section': 22344, 'first_departure_time': 1536745320, 'first_arrival_time': 1536746640, 'second_train_section': 22782, 'second_section': 22343, 'second_departure_time': 1536748800, 'second_arrival_time': 1536757320}
18	{'task_type': 'regular', 'locomotive': 22550, 'train_section': 22782, 'section': 22343, 'departure_time': 1536748800, 'arrival_time': 1536757320}
