DutyID,CplexValue
2537681,1,000000000
2538241,1,000000000
2538263,1,000000000
2538264,1,000000000
2622659,0,522727273
2565512,1,000000000
2569686,0,477272727
2558458,0,045454545
2645073,0,306818182
2580626,0,840909091
2558850,0,204545455
2591770,0,159090909
2558451,0,227272727
2600011,0,500000000
2594220,0,113636364
2558454,0,363636364
2594481,0,045454545
2611617,0,409090909
2570191,0,522727273
2645640,0,056818182
2574252,0,113636364
2726976,0,500000000
2592750,0,113636364
2554934,0,772727273
2693435,0,886363636
2707031,0,636363636
2718938,0,363636364
2645531,0,204545455
2709441,0,363636364
2541115,0,886363636
2617166,0,522727273
2566585,0,386363636
2710741,0,113636364
2622892,0,477272727
2543053,1,000000000
2560957,0,477272727
2546225,0,522727273
2660157,0,386363636
2568585,1,000000000
2564208,0,022727273
2645957,0,113636364
2555164,0,113636364
2636195,0,318181818
2694680,0,022727273
2567006,0,045454545
2556147,0,454545455
2638628,0,522727273
2593360,0,045454545
2720113,0,522727273
2540652,0,454545455
2681963,0,613636364
2547988,0,227272727
2706947,0,340909091
2562095,0,636363636
2725953,1,000000000
2724117,0,113636364
2716783,0,159090909
2636206,0,522727273
2631637,1,000000000
2645709,0,102272727
2735514,1,000000000
2613274,0,227272727
2716245,1,000000000
2616624,0,477272727
2728187,0,386363636
2538446,0,227272727
2540128,0,886363636
2566552,0,409090909
2574216,0,045454545
2556549,0,772727273
2636179,0,159090909
2541011,0,113636364
2714092,0,636363636
2547890,0,772727273
2539105,0,545454545
2635623,0,363636364
2733525,1,000000000
2599046,0,227272727
2547978,0,613636364
2733952,0,886363636
2670511,0,477272727
2600893,0,022727273
2694738,0,477272727
2580290,0,113636364
2732345,0,500000000
2729625,1,000000000
2721391,1,000000000
2706946,0,022727273
2538753,1,000000000
2716955,0,318181818
2624854,0,022727273
2602683,0,886363636
2539802,0,159090909
2542419,0,977272727
2681700,0,238636364
2681536,0,215909091
2610465,0,590909091
2724797,0,500000000
2723874,0,363636364
2733105,1,000000000
2623534,0,772727273
2552791,1,000000000
2734531,0,113636364
2547951,0,159090909
2583477,1,000000000
2580676,1,000000000
2562080,0,363636364
2539756,0,113636364
2735820,1,000000000
2720210,1,000000000
2695506,0,613636364
2724723,0,500000000
2557595,1,000000000
2547662,0,113636364
2624694,0,840909091
2594115,0,113636364
2628222,1,000000000
2729322,0,477272727
2730958,0,113636364
2719555,0,113636364
2727782,1,000000000
2733803,0,500000000
2681860,0,363636364
2540111,1,000000000
2732448,0,113636364
2693215,0,363636364
2734523,1,000000000
2540126,0,113636364
2735179,1,000000000
2560489,0,227272727
2540842,1,000000000
2539163,0,477272727
2547315,1,000000000
2547164,0,636363636
2733801,0,386363636
2734211,1,000000000
2566406,0,159090909
2716341,0,363636364
2545603,0,363636364
2635748,0,136363636
2730199,1,000000000
2733189,0,500000000
2697599,0,318181818
2733856,0,386363636
2734771,1,000000000
2580589,0,159090909
2735834,1,000000000
2734164,0,500000000
2735684,1,000000000
2718596,0,113636364
2712118,0,636363636
2660974,1,000000000
2699812,0,159090909
2543854,1,000000000
2735103,1,000000000
2729341,0,022727273
2714560,0,522727273
2730616,0,500000000
2732798,1,000000000
2560735,1,000000000
2694863,0,500000000
2542180,0,022727273
2735116,1,000000000
2538274,1,000000000
2538469,0,772727273
2735524,1,000000000
2736130,1,000000000
2736125,1,000000000
2735252,1,000000000
2539094,0,454545455
2539160,0,113636364
2730671,1,000000000
2736115,1,000000000
2539655,0,727272727
2594321,0,840909091
2730554,0,500000000
2735967,1,000000000
2735929,1,000000000
2735160,1,000000000
2547188,0,363636364
2735235,1,000000000
2735097,1,000000000
2726287,0,159090909
2683822,0,409090909
2725959,1,000000000
2731566,0,500000000
2716820,0,522727273
2635977,0,500000000
2538329,1,000000000
2735310,1,000000000
2539387,1,000000000
2736134,1,000000000
2539125,0,409090909
2538803,1,000000000
2539646,1,000000000
2735189,1,000000000
2736131,1,000000000
2543801,0,545454545
2736133,1,000000000
2736136,1,000000000
2539326,1,000000000
2735229,1,000000000
2732803,1,000000000
2732124,0,840909091
2734499,1,000000000
2732288,0,500000000
2735769,1,000000000
2542687,1,000000000
2735768,1,000000000
2545628,0,636363636
2734799,0,500000000
2735988,1,000000000
2660152,0,613636364
2701436,0,159090909
2735764,1,000000000
2541122,1,000000000
2735169,1,000000000
2735953,1,000000000
2734097,1,000000000
2735249,1,000000000
2726179,1,000000000
2736012,1,000000000
2710968,1,000000000
2736160,0,500000000
2736151,0,215909091
2736137,0,386363636
