DutyID,CplexValue
507,1,000000000
510,1,000000000
515,1,000000000
549,1,000000000
560,1,000000000
564,1,000000000
570,1,000000000
572,1,000000000
606,1,000000000
622,1,000000000
626,1,000000000
660,1,000000000
661,1,000000000
662,1,000000000
665,1,000000000
666,1,000000000
1149,1,000000000
1227,1,000000000
1599,1,000000000
837,1,000000000
741,1,000000000
1713,1,000000000
1199,1,000000000
716,1,000000000
1095,1,000000000
1100,1,000000000
909,1,000000000
1079,1,000000000
750,1,000000000
674,1,000000000
764,1,000000000
1741,1,000000000
993,1,000000000
1422,1,000000000
1754,1,000000000
1052,1,000000000
747,1,000000000
1307,1,000000000
1092,1,000000000
1295,1,000000000
1527,1,000000000
1717,1,000000000
1108,1,000000000
1101,1,000000000
1749,1,000000000
1062,1,000000000
1117,1,000000000
730,1,000000000
1757,1,000000000
1723,1,000000000
667,1,000000000
1056,1,000000000
1746,1,000000000
1085,1,000000000
745,1,000000000
1055,1,000000000
858,1,000000000
1756,1,000000000
859,1,000000000
1461,1,000000000
1125,1,000000000
728,1,000000000
1574,1,000000000
786,1,000000000
1228,1,000000000
766,1,000000000
