DutyID,CplexValue
32401,1,000000000
32410,1,000000000
32416,1,000000000
32659,1,000000000
32729,1,000000000
32775,1,000000000
32783,1,000000000
32793,1,000000000
32797,1,000000000
32798,1,000000000
32799,1,000000000
40822,1,000000000
49456,1,000000000
59565,1,000000000
58251,1,000000000
34130,1,000000000
64400,1,000000000
63266,1,000000000
34256,1,000000000
34078,1,000000000
61623,1,000000000
59580,1,000000000
60305,1,000000000
35271,1,000000000
62585,1,000000000
67193,1,000000000
61797,1,000000000
52711,1,000000000
56695,1,000000000
32960,1,000000000
67400,1,000000000
67361,1,000000000
59463,1,000000000
66380,1,000000000
66346,1,000000000
67223,1,000000000
33602,1,000000000
67703,1,000000000
35538,1,000000000
59432,1,000000000
57858,1,000000000
67853,1,000000000
34088,1,000000000
56736,1,000000000
68069,1,000000000
67029,1,000000000
34050,1,000000000
35117,1,000000000
33046,1,000000000
60361,1,000000000
61458,1,000000000
64160,1,000000000
65736,1,000000000
34584,1,000000000
67216,1,000000000
61843,1,000000000
35283,1,000000000
66181,1,000000000
62396,1,000000000
33120,1,000000000
65861,1,000000000
47907,1,000000000
46561,1,000000000
36504,1,000000000
62291,1,000000000
32901,1,000000000
35632,1,000000000
62405,1,000000000
65970,1,000000000
68048,1,000000000
55505,1,000000000
67985,1,000000000
59738,1,000000000
59828,1,000000000
34886,1,000000000
40410,1,000000000
66763,1,000000000
35206,1,000000000
45985,1,000000000
43682,1,000000000
40537,1,000000000
68071,1,000000000
61855,1,000000000
68057,1,000000000
56704,1,000000000
59422,1,000000000
32801,1,000000000
68055,1,000000000
32800,1,000000000
68087,1,000000000
68080,1,000000000
68049,1,000000000
67430,1,000000000
62423,1,000000000
33621,1,000000000
68085,1,000000000
35596,1,000000000
68054,1,000000000
67785,1,000000000
67979,1,000000000
