DutyID,CplexValue
23438,1,000000000
31068,1,000000000
21918,1,000000000
26777,1,000000000
24522,1,000000000
22088,1,000000000
25986,1,000000000
28375,1,000000000
28315,1,000000000
29360,1,000000000
26236,1,000000000
31908,1,000000000
22729,1,000000000
26534,1,000000000
32069,1,000000000
21542,1,000000000
30680,1,000000000
21597,1,000000000
27552,1,000000000
32015,1,000000000
21224,1,000000000
29261,1,000000000
31770,1,000000000
21276,1,000000000
23546,1,000000000
21671,1,000000000
32164,1,000000000
26247,1,000000000
32325,1,000000000
32110,1,000000000
32378,1,000000000
23190,1,000000000
32385,1,000000000
32305,1,000000000
21705,1,000000000
32330,1,000000000
32331,1,000000000
32328,1,000000000
32382,1,000000000
32381,1,000000000
32344,1,000000000
32380,1,000000000
21225,1,000000000
