DutyID,CplexValue
12889,1,000000000
13026,1,000000000
13066,1,000000000
13070,1,000000000
13100,1,000000000
13101,1,000000000
13102,1,000000000
13107,1,000000000
13111,1,000000000
13311,1,000000000
19323,1,000000000
19062,1,000000000
16485,1,000000000
18604,1,000000000
20154,1,000000000
13255,1,000000000
16653,1,000000000
13206,1,000000000
20517,1,000000000
17490,1,000000000
17528,1,000000000
13219,1,000000000
18694,1,000000000
18753,1,000000000
19041,1,000000000
18629,1,000000000
20315,1,000000000
20860,1,000000000
13534,1,000000000
20477,1,000000000
20721,0,500000000
20525,1,000000000
20760,1,000000000
16152,1,000000000
19714,1,000000000
20636,0,500000000
20891,1,000000000
20865,1,000000000
20818,1,000000000
13402,1,000000000
20886,1,000000000
20639,0,500000000
18007,1,000000000
19958,1,000000000
18512,1,000000000
20796,1,000000000
13212,1,000000000
20862,1,000000000
16683,1,000000000
20701,1,000000000
20412,1,000000000
13803,1,000000000
20888,1,000000000
13113,1,000000000
13114,1,000000000
13139,1,000000000
20882,1,000000000
13378,1,000000000
20877,1,000000000
20846,1,000000000
20872,1,000000000
20830,1,000000000
