DutyID,CplexValue
1711649,1,000000000
1711761,1,000000000
1713051,1,000000000
1713517,1,000000000
1713641,1,000000000
1713649,1,000000000
1713670,1,000000000
1713672,1,000000000
2484700,0,083333333
1833341,0,333333333
2281403,0,611111111
2433067,0,472222222
2500507,0,083333333
1923425,0,416666667
1833413,0,666666667
1841643,0,500000000
2316081,0,055555556
1993229,0,250000000
1719338,1,000000000
1866131,0,416666667
2083686,1,000000000
1855272,0,083333333
2428876,0,527777778
1856291,0,500000000
2017328,0,750000000
2360449,1,000000000
1927746,0,250000000
2344355,0,416666667
2243346,0,916666667
2316543,0,611111111
2015212,0,666666667
2049847,0,083333333
2111708,0,916666667
2066475,1,000000000
2089050,0,083333333
1897930,0,250000000
1993228,0,750000000
2506452,0,083333333
1897435,1,000000000
2197883,0,083333333
2218859,0,416666667
2134880,0,833333333
2116492,1,000000000
1804350,0,750000000
1983249,0,666666667
2460021,0,138888889
1856282,0,250000000
1855402,0,750000000
2214275,0,083333333
2385471,0,500000000
2205633,1,000000000
1780773,0,500000000
2316724,0,305555556
2459731,0,083333333
2190566,0,750000000
2406865,1,000000000
2314783,0,055555556
2266778,0,611111111
2021834,0,166666667
2015165,0,333333333
2424224,0,388888889
2143631,0,250000000
2501230,0,916666667
1923030,0,250000000
1732705,0,500000000
2308050,0,333333333
2309080,1,000000000
1914922,0,333333333
1923305,0,333333333
2134989,0,166666667
1714611,0,500000000
2009852,0,416666667
1792124,0,750000000
2017225,0,250000000
1972912,0,250000000
2425204,0,305555556
2199037,1,000000000
1804241,0,250000000
1932497,0,750000000
1888539,0,750000000
2091210,0,666666667
2100366,0,750000000
2100559,0,250000000
2100510,0,500000000
2193986,1,000000000
2073912,0,750000000
1947099,1,000000000
1906430,0,750000000
2141918,0,083333333
1730179,0,250000000
2460744,0,833333333
2460759,0,166666667
2418724,0,694444444
2006223,0,250000000
2228073,0,583333333
1966038,0,166666667
1817925,0,250000000
2496097,0,388888889
1988053,0,666666667
2437226,0,388888889
2247775,0,083333333
2444231,0,111111111
2427527,0,611111111
1865820,0,583333333
2428919,0,472222222
2468853,0,916666667
1842030,0,250000000
2079266,0,083333333
2188212,1,000000000
2199244,1,000000000
2179795,0,250000000
2329589,0,388888889
2153334,0,250000000
2421534,0,250000000
2218855,0,416666667
2472090,0,083333333
2472024,0,083333333
2000789,0,250000000
2223567,0,388888889
2247870,0,083333333
2460070,0,250000000
1731617,0,500000000
1979470,0,166666667
2508313,0,388888889
2211840,1,000000000
2247917,0,083333333
2194457,0,833333333
1816437,0,750000000
2408930,0,083333333
2496037,0,111111111
1920756,0,250000000
2438737,0,305555556
1816461,0,250000000
