DutyID,CplexValue
118040,1,000000000
118049,1,000000000
118111,1,000000000
118112,1,000000000
118208,1,000000000
118810,1,000000000
118986,1,000000000
119199,1,000000000
119204,1,000000000
119205,1,000000000
119209,1,000000000
119210,1,000000000
129869,1,000000000
178861,1,000000000
205373,1,000000000
214615,1,000000000
151096,0,500000000
149979,1,000000000
146390,0,500000000
218254,1,000000000
119445,1,000000000
155748,1,000000000
163805,1,000000000
154277,0,500000000
138440,0,500000000
173175,1,000000000
237502,1,000000000
141619,0,500000000
140243,0,500000000
234018,0,750000000
232703,0,500000000
131548,1,000000000
141319,1,000000000
158072,0,500000000
139959,1,000000000
164832,1,000000000
140192,1,000000000
169628,1,000000000
228993,1,000000000
147860,0,500000000
221450,1,000000000
201283,1,000000000
232763,1,000000000
135730,1,000000000
224200,1,000000000
130350,1,000000000
141570,0,500000000
136202,1,000000000
143019,1,000000000
136767,0,500000000
233935,0,750000000
144930,0,500000000
231772,0,500000000
158718,1,000000000
143144,0,500000000
215996,1,000000000
162923,1,000000000
144873,0,500000000
220243,1,000000000
234779,1,000000000
136792,0,500000000
213339,1,000000000
143063,0,500000000
214797,1,000000000
215666,1,000000000
220315,1,000000000
207673,1,000000000
131956,1,000000000
169960,1,000000000
161628,1,000000000
186911,1,000000000
127826,1,000000000
146418,0,500000000
205897,1,000000000
164522,1,000000000
132983,1,000000000
234982,0,250000000
236203,0,250000000
219202,1,000000000
214850,1,000000000
124214,1,000000000
121986,1,000000000
163299,1,000000000
233777,1,000000000
159588,0,500000000
235082,0,500000000
147846,0,500000000
236329,1,000000000
154679,0,500000000
138695,1,000000000
217854,1,000000000
130913,1,000000000
121952,1,000000000
238028,0,500000000
131683,1,000000000
158032,0,500000000
209283,1,000000000
193929,1,000000000
140118,1,000000000
163607,1,000000000
218202,1,000000000
213106,1,000000000
141407,1,000000000
141082,1,000000000
183685,1,000000000
217097,1,000000000
120720,1,000000000
142718,0,500000000
197081,1,000000000
162999,1,000000000
150145,0,500000000
119242,1,000000000
218528,1,000000000
138428,0,500000000
136231,1,000000000
168853,1,000000000
168903,1,000000000
119852,1,000000000
207343,1,000000000
131241,1,000000000
212135,1,000000000
141804,1,000000000
226664,0,500000000
215475,1,000000000
159864,1,000000000
136119,1,000000000
123615,1,000000000
160619,1,000000000
195013,1,000000000
232696,0,500000000
216116,1,000000000
233857,0,250000000
236433,1,000000000
222083,1,000000000
140688,1,000000000
197523,1,000000000
213608,1,000000000
235049,1,000000000
158935,1,000000000
219516,1,000000000
160649,1,000000000
164066,1,000000000
228323,1,000000000
217455,1,000000000
125167,1,000000000
236302,1,000000000
145375,1,000000000
238076,1,000000000
161423,1,000000000
219808,1,000000000
219696,1,000000000
216990,1,000000000
124276,1,000000000
219721,1,000000000
146016,1,000000000
166046,1,000000000
149860,1,000000000
134445,1,000000000
137297,1,000000000
149139,1,000000000
169214,1,000000000
226756,1,000000000
236167,0,250000000
160576,0,500000000
119335,1,000000000
129679,1,000000000
213829,1,000000000
229831,1,000000000
160602,0,500000000
160548,0,500000000
127168,1,000000000
127231,1,000000000
238546,1,000000000
231694,0,500000000
121794,1,000000000
214479,1,000000000
167066,1,000000000
163975,1,000000000
204831,1,000000000
125722,1,000000000
206315,1,000000000
217460,1,000000000
238454,1,000000000
238011,0,250000000
125061,1,000000000
128360,1,000000000
142910,1,000000000
127166,1,000000000
210212,1,000000000
237212,1,000000000
160315,1,000000000
161428,1,000000000
129470,1,000000000
126062,1,000000000
123642,1,000000000
140258,1,000000000
161835,1,000000000
158954,1,000000000
151589,1,000000000
140442,0,500000000
218171,1,000000000
238402,1,000000000
163436,1,000000000
136483,1,000000000
238348,0,250000000
141630,0,500000000
164591,1,000000000
150551,0,500000000
159610,1,000000000
156646,1,000000000
225641,1,000000000
133973,1,000000000
162451,1,000000000
238505,1,000000000
160697,1,000000000
238540,1,000000000
140307,1,000000000
227591,1,000000000
163443,1,000000000
238029,0,250000000
163424,1,000000000
125710,1,000000000
238458,1,000000000
145386,1,000000000
145401,0,500000000
119308,1,000000000
203706,1,000000000
128671,1,000000000
204882,1,000000000
188069,1,000000000
131156,1,000000000
237809,1,000000000
238350,0,250000000
127190,1,000000000
226659,0,500000000
119342,1,000000000
162801,1,000000000
126729,1,000000000
140695,1,000000000
238406,1,000000000
221042,1,000000000
136019,1,000000000
133743,1,000000000
219220,1,000000000
140800,1,000000000
122204,1,000000000
127076,1,000000000
162090,1,000000000
238472,1,000000000
150550,0,500000000
238373,1,000000000
119329,1,000000000
148071,1,000000000
119311,1,000000000
136446,1,000000000
119310,1,000000000
238415,1,000000000
175527,1,000000000
133742,1,000000000
226906,1,000000000
124613,1,000000000
133657,1,000000000
215870,1,000000000
238272,1,000000000
140614,1,000000000
126717,1,000000000
219450,1,000000000
238455,1,000000000
124222,1,000000000
238492,1,000000000
237983,1,000000000
238532,1,000000000
119243,1,000000000
238404,1,000000000
238535,1,000000000
140346,1,000000000
143646,1,000000000
237365,1,000000000
140120,1,000000000
238388,0,750000000
137924,1,000000000
164414,1,000000000
238396,1,000000000
238405,1,000000000
126365,1,000000000
238635,1,000000000
238627,1,000000000
238595,1,000000000
238676,1,000000000
